ETABLISSEMENT_ID,NBRE_ENTREPRISE,CATEGORIE-0,CATEGORIE-1,CATEGORIE-2,CATEGORIE-3,CATEGORIE-4,CATEGORIE-5,CATEGORIE-6,CATEGORIE-7,CATEGORIE-8,CODGEO
et13041,6,5,0,0,1,0,0,0,0,0,31176
et13042,12,8,3,1,0,0,0,0,0,0,31177
et13043,9,8,1,0,0,0,0,0,0,0,31178
et13044,29,20,6,1,1,0,0,1,0,0,31179
et13045,7,6,1,0,0,0,0,0,0,0,31180
et13046,101,78,21,0,0,1,0,1,0,0,31181
et13047,450,264,119,24,22,14,3,2,2,0,31182
et13048,18,16,2,0,0,0,0,0,0,0,31183
et13049,169,98,33,6,14,12,6,0,0,0,31184
et13050,7,4,2,1,0,0,0,0,0,0,31185
et13051,134,93,30,5,4,1,1,0,0,0,31186
et13052,569,396,138,18,12,2,2,0,0,1,31187
et13053,232,174,44,6,4,3,0,1,0,0,31188
et13054,11,9,1,1,0,0,0,0,0,0,31189
et13055,22,19,3,0,0,0,0,0,0,0,31190
et13056,6,5,1,0,0,0,0,0,0,0,31191
et13057,48,36,8,1,2,1,0,0,0,0,31192
et13058,122,86,25,5,4,2,0,0,0,0,31193
et13059,12,10,1,1,0,0,0,0,0,0,31194
et13060,2,0,1,0,0,1,0,0,0,0,31195
et13061,7,6,1,0,0,0,0,0,0,0,31196
et13062,12,9,3,0,0,0,0,0,0,0,31197
et13063,5,5,0,0,0,0,0,0,0,0,31198
et13064,10,8,2,0,0,0,0,0,0,0,31199
et13065,3,1,2,0,0,0,0,0,0,0,31200
et13066,5,5,0,0,0,0,0,0,0,0,31201
et13067,463,329,106,14,7,7,0,0,0,0,31202
et13068,353,277,63,8,2,2,1,0,0,0,31203
et13069,3,3,0,0,0,0,0,0,0,0,31204
et13070,134,95,34,3,2,0,0,0,0,0,31205
et13071,59,51,7,0,0,0,0,0,1,0,31206
et13072,3,2,0,0,1,0,0,0,0,0,31207
et13073,15,14,1,0,0,0,0,0,0,0,31208
et13074,5,5,0,0,0,0,0,0,0,0,31209
et13075,66,55,9,2,0,0,0,0,0,0,31210
et13076,43,35,6,0,2,0,0,0,0,0,31211
et13077,189,133,43,7,3,2,0,1,0,0,31212
et13078,10,9,1,0,0,0,0,0,0,0,31213
et13079,30,22,7,1,0,0,0,0,0,0,31215
et13080,15,14,0,1,0,0,0,0,0,0,31216
et13081,3,3,0,0,0,0,0,0,0,0,31217
et13082,11,11,0,0,0,0,0,0,0,0,31218
et13083,20,17,3,0,0,0,0,0,0,0,31219
et13084,22,21,1,0,0,0,0,0,0,0,31220
et13085,32,22,9,1,0,0,0,0,0,0,31221
et13086,3,3,0,0,0,0,0,0,0,0,31222
et13087,0,0,0,0,0,0,0,0,0,0,31223
et13088,72,44,21,2,3,1,1,0,0,0,31224
et13089,11,9,2,0,0,0,0,0,0,0,31225
et13090,6,5,1,0,0,0,0,0,0,0,31226
et13091,36,33,3,0,0,0,0,0,0,0,31227
et13092,107,88,17,2,0,0,0,0,0,0,31228
et13093,40,25,10,4,1,0,0,0,0,0,31229
et13094,226,141,69,7,5,3,1,0,0,0,31230
et13095,15,11,3,1,0,0,0,0,0,0,31231
et13096,590,397,143,26,12,7,5,0,0,0,31232
et13097,52,41,10,1,0,0,0,0,0,0,31233
et13098,19,18,1,0,0,0,0,0,0,0,31234
et13099,2,2,0,0,0,0,0,0,0,0,31235
et13100,4,4,0,0,0,0,0,0,0,0,31236
et13101,13,9,4,0,0,0,0,0,0,0,31237
et13102,24,21,3,0,0,0,0,0,0,0,31238
et13103,164,110,37,7,5,3,2,0,0,0,31239
et13104,23,18,2,1,1,0,1,0,0,0,31240
et13105,20,18,2,0,0,0,0,0,0,0,31241
et13106,2,2,0,0,0,0,0,0,0,0,31242
et13107,5,5,0,0,0,0,0,0,0,0,31243
et13108,25,21,4,0,0,0,0,0,0,0,31244
et13109,19,17,1,0,0,1,0,0,0,0,31245
et13110,73,49,14,4,1,4,1,0,0,0,31246
et13111,61,42,16,1,1,1,0,0,0,0,31247
et13112,326,247,53,11,6,4,5,0,0,0,31248
et13113,72,58,11,2,0,0,0,1,0,0,31249
et13114,31,27,3,1,0,0,0,0,0,0,31250
et13115,7,5,1,1,0,0,0,0,0,0,31251
et13116,88,71,10,3,4,0,0,0,0,0,31252
et13117,99,78,19,2,0,0,0,0,0,0,31253
et13118,1130,438,312,111,120,101,31,10,6,1,31254
et13119,19,12,6,0,1,0,0,0,0,0,31255
et13120,15,13,2,0,0,0,0,0,0,0,31256
et13121,12,10,2,0,0,0,0,0,0,0,31258
et13122,143,109,27,5,2,0,0,0,0,0,31259
et13123,9,7,1,1,0,0,0,0,0,0,31260
et13124,62,53,6,2,1,0,0,0,0,0,31261
et13125,13,12,1,0,0,0,0,0,0,0,31262
et13126,137,102,30,2,0,2,0,1,0,0,31263
et13127,11,9,2,0,0,0,0,0,0,0,31264
et13128,18,17,1,0,0,0,0,0,0,0,31265
et13129,11,10,1,0,0,0,0,0,0,0,31266
et13130,3,2,0,0,1,0,0,0,0,0,31267
et13131,6,4,2,0,0,0,0,0,0,0,31268
et13132,56,45,9,1,1,0,0,0,0,0,31269
et13133,54,20,20,6,7,1,0,0,0,0,31270
et13134,130,101,20,6,3,0,0,0,0,0,31271
et13135,3,3,0,0,0,0,0,0,0,0,31272
et13136,147,116,26,3,2,0,0,0,0,0,31273
et13137,6,5,1,0,0,0,0,0,0,0,31274
et13138,13,10,0,1,1,1,0,0,0,0,31275
et13139,19,17,2,0,0,0,0,0,0,0,31276
et13140,35,30,4,1,0,0,0,0,0,0,31277
et13141,21,17,4,0,0,0,0,0,0,0,31278
et13142,4,4,0,0,0,0,0,0,0,0,31279
et13143,15,15,0,0,0,0,0,0,0,0,31280
et13144,61,52,6,3,0,0,0,0,0,0,31281
et13145,465,286,121,22,14,18,3,1,0,0,31282
et13146,17,10,5,1,1,0,0,0,0,0,31283
et13147,61,53,8,0,0,0,0,0,0,0,31284
et13148,64,57,6,0,1,0,0,0,0,0,31285
et13149,49,31,12,2,4,0,0,0,0,0,31286
et13150,146,111,31,1,1,2,0,0,0,0,31287
et13151,11,10,1,0,0,0,0,0,0,0,31288
et13152,14,10,4,0,0,0,0,0,0,0,31289
et13153,0,0,0,0,0,0,0,0,0,0,31290
et13154,380,281,86,6,3,2,1,1,0,0,31291
et13155,2,2,0,0,0,0,0,0,0,0,31292
et13156,236,125,52,13,26,16,1,1,2,0,31293
et13157,3,3,0,0,0,0,0,0,0,0,31294
et13158,5,4,1,0,0,0,0,0,0,0,31295
et13159,13,9,2,0,1,1,0,0,0,0,31296
et13160,123,91,28,3,0,1,0,0,0,0,31297
et13161,0,0,0,0,0,0,0,0,0,0,31298
et13162,188,154,26,4,2,1,1,0,0,0,31299
et13163,2,2,0,0,0,0,0,0,0,0,31300
et13164,2,2,0,0,0,0,0,0,0,0,31301
et13165,12,11,1,0,0,0,0,0,0,0,31302
et13166,134,110,20,1,1,2,0,0,0,0,31303
et13167,20,17,3,0,0,0,0,0,0,0,31304
et13168,10,9,1,0,0,0,0,0,0,0,31305
et13169,5,4,1,0,0,0,0,0,0,0,31306
et13170,3,3,0,0,0,0,0,0,0,0,31307
et13171,3,3,0,0,0,0,0,0,0,0,31308
et13172,8,6,2,0,0,0,0,0,0,0,31309
et13173,16,10,5,0,0,1,0,0,0,0,31310
et13174,72,56,13,1,1,0,0,1,0,0,31311
et13175,1,1,0,0,0,0,0,0,0,0,31312
et13176,8,7,0,1,0,0,0,0,0,0,31313
et13177,12,10,2,0,0,0,0,0,0,0,31314
et13178,56,40,9,1,5,0,1,0,0,0,31315
et13179,25,19,5,0,0,1,0,0,0,0,31316
et13180,10,10,0,0,0,0,0,0,0,0,31317
et13181,5,5,0,0,0,0,0,0,0,0,31318
et13182,4,4,0,0,0,0,0,0,0,0,31319
et13183,68,59,9,0,0,0,0,0,0,0,31320
et13184,4,4,0,0,0,0,0,0,0,0,31321
et13185,2,1,1,0,0,0,0,0,0,0,31322
et13186,15,11,3,1,0,0,0,0,0,0,31323
et13187,165,108,43,4,3,4,2,1,0,0,31324
et13188,9,8,1,0,0,0,0,0,0,0,31325
et13189,6,3,1,1,1,0,0,0,0,0,31326
et13190,6,3,3,0,0,0,0,0,0,0,31327
et13191,18,14,3,0,1,0,0,0,0,0,31328
et13192,10,9,1,0,0,0,0,0,0,0,31329
et13193,19,15,4,0,0,0,0,0,0,0,31330
et13194,23,16,6,0,0,1,0,0,0,0,31331
et13195,8,7,1,0,0,0,0,0,0,0,31332
et13196,3,3,0,0,0,0,0,0,0,0,31333
et13197,74,57,15,1,0,1,0,0,0,0,31334
et13198,2,2,0,0,0,0,0,0,0,0,31335
et13199,46,27,13,1,2,3,0,0,0,0,31336
et13200,4,4,0,0,0,0,0,0,0,0,31337
et13201,27,24,3,0,0,0,0,0,0,0,31338
et13202,21,16,5,0,0,0,0,0,0,0,31339
et13203,21,14,6,0,1,0,0,0,0,0,31340
et13204,276,196,57,3,12,8,0,0,0,0,31341
et13205,5,5,0,0,0,0,0,0,0,0,31342
et13206,0,0,0,0,0,0,0,0,0,0,31343
et13207,30,19,9,2,0,0,0,0,0,0,31344
et13208,105,73,27,3,1,1,0,0,0,0,31345
et13209,45,36,8,0,1,0,0,0,0,0,31346
et13210,8,6,2,0,0,0,0,0,0,0,31347
et13211,1,0,0,0,1,0,0,0,0,0,31348
et13212,38,21,11,3,1,1,1,0,0,0,31349
et13213,6,6,0,0,0,0,0,0,0,0,31350
et13214,163,126,26,3,3,4,1,0,0,0,31351
et13215,48,24,16,1,5,1,1,0,0,0,31352
et13216,5,4,1,0,0,0,0,0,0,0,31353
et13217,3,1,1,1,0,0,0,0,0,0,31354
et13218,77,65,12,0,0,0,0,0,0,0,31355
et13219,116,95,15,3,3,0,0,0,0,0,31356
et13220,19,16,3,0,0,0,0,0,0,0,31357
et13221,249,182,52,5,6,3,0,1,0,0,31358
et13222,4,3,1,0,0,0,0,0,0,0,31359
et13223,39,33,5,1,0,0,0,0,0,0,31360
et13224,32,25,5,1,0,1,0,0,0,0,31361
et13225,14,10,4,0,0,0,0,0,0,0,31362
et13226,15,14,1,0,0,0,0,0,0,0,31363
et13227,135,105,24,2,1,2,0,1,0,0,31364
et13228,39,36,3,0,0,0,0,0,0,0,31365
et13229,31,28,3,0,0,0,0,0,0,0,31366
et13230,2,1,1,0,0,0,0,0,0,0,31367
et13231,9,6,3,0,0,0,0,0,0,0,31368
et13232,0,0,0,0,0,0,0,0,0,0,31369
et13233,17,16,1,0,0,0,0,0,0,0,31370
et13234,27,21,6,0,0,0,0,0,0,0,31371
et13235,17,14,3,0,0,0,0,0,0,0,31372
et13236,5,5,0,0,0,0,0,0,0,0,31373
et13237,36,32,3,1,0,0,0,0,0,0,31374
et13238,202,156,38,5,2,1,0,0,0,0,31375
et13239,6,5,1,0,0,0,0,0,0,0,31376
et13240,31,21,8,2,0,0,0,0,0,0,31377
et13241,1,1,0,0,0,0,0,0,0,0,31378
et13242,10,10,0,0,0,0,0,0,0,0,31379
et13243,27,22,3,1,0,1,0,0,0,0,31380
et13244,126,89,26,6,2,3,0,0,0,0,31381
et13245,10,9,1,0,0,0,0,0,0,0,31382
et13246,62,50,12,0,0,0,0,0,0,0,31383
et13247,55,44,9,2,0,0,0,0,0,0,31384
et13248,8,7,1,0,0,0,0,0,0,0,31385
et13249,7,5,2,0,0,0,0,0,0,0,31386
et13250,7,5,0,1,1,0,0,0,0,0,31387
et13251,26,23,3,0,0,0,0,0,0,0,31388
et13252,321,192,81,25,13,8,2,0,0,0,31389
et13253,248,157,66,10,8,5,2,0,0,0,31390
et13254,17,16,0,0,0,0,0,1,0,0,31391
et13255,6,6,0,0,0,0,0,0,0,0,31392
et13256,11,9,2,0,0,0,0,0,0,0,31393
et13257,25,18,2,2,1,1,1,0,0,0,31394
et13258,1862,1251,409,80,76,22,18,4,2,0,31395
et13259,300,170,106,16,6,0,2,0,0,0,31396
et13260,1,1,0,0,0,0,0,0,0,0,31397
et13261,5,5,0,0,0,0,0,0,0,0,31398
et13262,245,153,63,11,8,7,3,0,0,0,31399
et13263,4,2,2,0,0,0,0,0,0,0,31400
et13264,18,14,4,0,0,0,0,0,0,0,31401
et13265,38,34,3,0,0,1,0,0,0,0,31402
et13266,55,40,9,2,4,0,0,0,0,0,31403
et13267,12,12,0,0,0,0,0,0,0,0,31404
et13268,12,9,2,1,0,0,0,0,0,0,31405
et13269,62,46,12,2,1,1,0,0,0,0,31406
et13270,41,33,7,1,0,0,0,0,0,0,31407
et13271,6,5,1,0,0,0,0,0,0,0,31408
et13272,94,72,19,1,2,0,0,0,0,0,31409
et13273,252,177,57,12,3,3,0,0,0,0,31410
et13274,39,33,5,0,1,0,0,0,0,0,31411
et13275,21,13,6,0,1,0,1,0,0,0,31412
et13276,23,19,3,1,0,0,0,0,0,0,31413
et13277,3,3,0,0,0,0,0,0,0,0,31414
et13278,6,5,0,1,0,0,0,0,0,0,31415
et13279,25,20,4,1,0,0,0,0,0,0,31416
et13280,408,315,72,11,4,2,4,0,0,0,31417
et13281,50,35,11,1,1,1,0,1,0,0,31418
et13282,7,6,1,0,0,0,0,0,0,0,31419
et13283,222,144,51,15,7,5,0,0,0,0,31420
et13284,192,152,29,3,3,3,1,1,0,0,31421
et13285,4,3,1,0,0,0,0,0,0,0,31422
et13286,5,4,1,0,0,0,0,0,0,0,31423
et13287,942,649,208,41,27,7,5,4,1,0,31424
et13288,22,19,3,0,0,0,0,0,0,0,31425
et13289,33,32,0,0,0,0,1,0,0,0,31426
et13290,33,27,5,1,0,0,0,0,0,0,31427
et13291,3,3,0,0,0,0,0,0,0,0,31428
et13292,74,64,7,2,1,0,0,0,0,0,31429
et13293,32,25,4,0,3,0,0,0,0,0,31430
et13294,4,3,1,0,0,0,0,0,0,0,31431
et13295,2,2,0,0,0,0,0,0,0,0,31432
et13296,1205,599,348,113,77,46,15,4,3,0,31433
et13297,7,6,1,0,0,0,0,0,0,0,31434
et13298,62,41,16,3,2,0,0,0,0,0,31435
et13299,27,18,7,2,0,0,0,0,0,0,31436
et13300,1,0,1,0,0,0,0,0,0,0,31437
et13301,12,9,3,0,0,0,0,0,0,0,31438
et13302,33,26,7,0,0,0,0,0,0,0,31439
et13303,4,4,0,0,0,0,0,0,0,0,31440
et13304,12,11,0,1,0,0,0,0,0,0,31441
et13305,17,13,4,0,0,0,0,0,0,0,31442
et13306,12,12,0,0,0,0,0,0,0,0,31443
et13307,5,4,1,0,0,0,0,0,0,0,31444
et13308,387,238,94,23,15,7,6,3,1,0,31445
et13309,932,592,192,57,45,25,15,3,3,0,31446
et13310,1,1,0,0,0,0,0,0,0,0,31447
et13311,28,26,2,0,0,0,0,0,0,0,31448
et13312,6,6,0,0,0,0,0,0,0,0,31449
et13313,19,17,2,0,0,0,0,0,0,0,31450
et13314,847,518,233,34,36,21,3,0,2,0,31451
et13315,3,3,0,0,0,0,0,0,0,0,31452
et13316,6,5,1,0,0,0,0,0,0,0,31453
et13317,224,156,53,8,4,2,1,0,0,0,31454
et13318,145,110,28,5,0,1,1,0,0,0,31455
et13319,3,1,1,0,1,0,0,0,0,0,31456
et13320,30,26,2,1,0,1,0,0,0,0,31457
et13321,408,217,115,40,18,12,2,1,3,0,31458
et13322,29,22,6,0,1,0,0,0,0,0,31459
et13323,169,133,32,1,2,1,0,0,0,0,31460
et13324,14,12,2,0,0,0,0,0,0,0,31461
et13325,256,163,67,9,11,4,1,0,1,0,31462
et13326,8,7,1,0,0,0,0,0,0,0,31463
et13327,8,7,1,0,0,0,0,0,0,0,31464
et13328,1,1,0,0,0,0,0,0,0,0,31465
et13329,42,34,7,0,1,0,0,0,0,0,31466
et13330,467,264,114,30,32,17,7,2,1,0,31467
et13331,11,9,2,0,0,0,0,0,0,0,31468
et13332,11,11,0,0,0,0,0,0,0,0,31469
et13333,18,11,3,3,0,0,1,0,0,0,31470
et13334,58,43,11,3,0,0,1,0,0,0,31471
et13335,27,26,1,0,0,0,0,0,0,0,31472
et13336,17,13,4,0,0,0,0,0,0,0,31473
et13337,12,9,3,0,0,0,0,0,0,0,31474
et13338,54,44,9,1,0,0,0,0,0,0,31475
et13339,61,43,12,2,3,1,0,0,0,0,31476
et13340,3,2,0,1,0,0,0,0,0,0,31477
et13341,99,77,18,0,4,0,0,0,0,0,31478
et13342,5,5,0,0,0,0,0,0,0,0,31479
et13343,125,91,21,5,4,1,2,0,1,0,31480
et13344,115,91,22,1,0,0,1,0,0,0,31481
et13345,16,14,2,0,0,0,0,0,0,0,31482
et13346,1107,646,352,46,35,19,6,2,1,0,31483
et13347,108,90,17,0,0,1,0,0,0,0,31484
et13348,8,7,1,0,0,0,0,0,0,0,31485
et13349,45,32,10,1,1,1,0,0,0,0,31486
et13350,3,1,1,1,0,0,0,0,0,0,31487
et13351,828,538,190,32,30,26,9,2,0,1,31488
et13352,23,21,2,0,0,0,0,0,0,0,31489
et13353,380,244,95,16,15,8,1,1,0,0,31490
et13354,24,19,5,0,0,0,0,0,0,0,31491
et13355,40,34,6,0,0,0,0,0,0,0,31492
et13356,7,7,0,0,0,0,0,0,0,0,31493
et13357,7,5,2,0,0,0,0,0,0,0,31494
et13358,63,49,13,1,0,0,0,0,0,0,31495
et13359,8,7,1,0,0,0,0,0,0,0,31496
et13360,84,69,12,2,0,0,0,1,0,0,31497
et13361,1,1,0,0,0,0,0,0,0,0,31498
et13362,454,331,92,11,11,4,5,0,0,0,31499
et13363,44,36,5,3,0,0,0,0,0,0,31500
et13364,26,18,7,0,1,0,0,0,0,0,31501
et13365,23,17,5,0,1,0,0,0,0,0,31502
et13366,84,54,22,1,3,3,1,0,0,0,31503
et13367,12,8,4,0,0,0,0,0,0,0,31504
et13368,17,15,2,0,0,0,0,0,0,0,31505
et13369,837,490,224,65,35,16,3,2,1,1,31506
et13370,82,67,13,1,0,1,0,0,0,0,31507
et13371,4,4,0,0,0,0,0,0,0,0,31508
et13372,6,4,2,0,0,0,0,0,0,0,31509
et13373,8,6,2,0,0,0,0,0,0,0,31510
et13374,10,8,2,0,0,0,0,0,0,0,31511
et13375,31,28,2,1,0,0,0,0,0,0,31512
et13376,14,9,4,0,1,0,0,0,0,0,31513
et13377,1,1,0,0,0,0,0,0,0,0,31514
et13378,15,13,2,0,0,0,0,0,0,0,31515
et13379,141,91,26,10,8,2,3,0,1,0,31516
et13380,140,97,31,4,2,4,2,0,0,0,31517
et13381,25,22,3,0,0,0,0,0,0,0,31518
et13382,6,5,1,0,0,0,0,0,0,0,31519
et13383,10,9,1,0,0,0,0,0,0,0,31520
et13384,20,14,4,1,0,1,0,0,0,0,31521
et13385,2,2,0,0,0,0,0,0,0,0,31522
et13386,153,97,43,6,4,0,3,0,0,0,31523
et13387,12,9,1,0,2,0,0,0,0,0,31524
et13388,26,22,2,1,1,0,0,0,0,0,31525
et13389,343,259,64,13,6,1,0,0,0,0,31526
et13390,6,3,2,1,0,0,0,0,0,0,31527
et13391,2,2,0,0,0,0,0,0,0,0,31528
et13392,5,5,0,0,0,0,0,0,0,0,31529
et13393,11,6,3,0,0,1,1,0,0,0,31530
et13394,6,6,0,0,0,0,0,0,0,0,31531
et13395,2,2,0,0,0,0,0,0,0,0,31532
et13396,67,55,10,0,0,2,0,0,0,0,31533
et13397,17,12,4,1,0,0,0,0,0,0,31534
et13398,41,35,6,0,0,0,0,0,0,0,31535
et13399,8,6,2,0,0,0,0,0,0,0,31536
et13400,6,4,1,1,0,0,0,0,0,0,31537
et13401,5,4,1,0,0,0,0,0,0,0,31538
et13402,1,1,0,0,0,0,0,0,0,0,31539
et13403,19,16,3,0,0,0,0,0,0,0,31540
et13404,214,155,47,4,3,5,0,0,0,0,31541
et13405,20,12,6,1,1,0,0,0,0,0,31542
et13406,6,4,2,0,0,0,0,0,0,0,31543
et13407,19,17,1,1,0,0,0,0,0,0,31544
et13408,8,8,0,0,0,0,0,0,0,0,31545
et13409,3,2,1,0,0,0,0,0,0,0,31546
et13410,467,338,98,12,10,5,4,0,0,0,31547
et13411,2,2,0,0,0,0,0,0,0,0,31548
et13412,2,2,0,0,0,0,0,0,0,0,31549
et13413,31,24,6,1,0,0,0,0,0,0,31550
et13414,15,14,1,0,0,0,0,0,0,0,31551
et13415,4,4,0,0,0,0,0,0,0,0,31552
et13416,39,34,5,0,0,0,0,0,0,0,31553
et13417,13,11,2,0,0,0,0,0,0,0,31554
et13418,36823,24584,8163,1632,1237,735,254,125,65,28,31555
et13419,20,17,3,0,0,0,0,0,0,0,31556
et13420,1413,1001,293,55,33,20,7,3,1,0,31557
et13421,9,6,2,1,0,0,0,0,0,0,31558
et13422,1,1,0,0,0,0,0,0,0,0,31559
et13423,33,28,4,0,0,1,0,0,0,0,31560
et13424,1221,740,276,79,75,42,6,2,1,0,31561
et13425,2,0,2,0,0,0,0,0,0,0,31562
et13426,95,74,17,2,2,0,0,0,0,0,31563
et13427,7,7,0,0,0,0,0,0,0,0,31564
et13428,60,37,13,4,2,2,1,0,1,0,31565
et13429,23,18,4,0,1,0,0,0,0,0,31566
et13430,20,17,3,0,0,0,0,0,0,0,31567
et13431,17,13,4,0,0,0,0,0,0,0,31568
et13432,33,26,6,0,1,0,0,0,0,0,31569
et13433,19,17,1,0,1,0,0,0,0,0,31570
et13434,10,9,1,0,0,0,0,0,0,0,31571
et13435,168,126,32,5,4,0,1,0,0,0,31572
et13436,256,172,64,11,9,0,0,0,0,0,31573
et13437,144,97,40,3,3,1,0,0,0,0,31574
et13438,76,64,10,1,1,0,0,0,0,0,31575
et13439,11,7,3,0,1,0,0,0,0,0,31576
et13440,5,5,0,0,0,0,0,0,0,0,31577
et13441,67,51,14,0,0,1,0,1,0,0,31578
et13442,47,37,9,1,0,0,0,0,0,0,31579
et13443,29,26,3,0,0,0,0,0,0,0,31580
et13444,77,67,8,2,0,0,0,0,0,0,31581
et13445,444,275,119,20,20,5,2,2,1,0,31582
et13446,52,36,13,2,0,0,1,0,0,0,31583
et13447,401,293,78,17,6,4,1,1,0,1,31584
et13448,121,78,25,2,8,6,2,0,0,0,31585
et13449,24,22,2,0,0,0,0,0,0,0,31586
et13450,128,70,23,9,7,12,4,3,0,0,31587
et13451,405,282,85,18,8,7,3,2,0,0,31588
et13452,62,49,12,1,0,0,0,0,0,0,31589
et13453,3,3,0,0,0,0,0,0,0,0,31590
et13454,3,3,0,0,0,0,0,0,0,0,31591
et13455,67,52,13,0,2,0,0,0,0,0,31592
et13456,3,3,0,0,0,0,0,0,0,0,31593
et13457,78,57,14,4,1,1,1,0,0,0,32001
et13458,3,3,0,0,0,0,0,0,0,0,32002
et13459,2,2,0,0,0,0,0,0,0,0,32003
et13460,5,5,0,0,0,0,0,0,0,0,32004
et13461,15,11,3,0,1,0,0,0,0,0,32005
et13462,8,8,0,0,0,0,0,0,0,0,32007
et13463,3,3,0,0,0,0,0,0,0,0,32008
et13464,6,6,0,0,0,0,0,0,0,0,32009
et13465,4,3,0,0,1,0,0,0,0,0,32010
et13466,69,55,12,2,0,0,0,0,0,0,32012
et13467,2066,1230,571,103,83,61,12,5,1,0,32013
et13468,3,3,0,0,0,0,0,0,0,0,32014
et13469,2,2,0,0,0,0,0,0,0,0,32015
et13470,26,23,3,0,0,0,0,0,0,0,32016
et13471,5,4,0,1,0,0,0,0,0,0,32017
et13472,8,7,1,0,0,0,0,0,0,0,32018
et13473,17,14,3,0,0,0,0,0,0,0,32019
et13474,20,17,2,0,1,0,0,0,0,0,32020
et13475,3,3,0,0,0,0,0,0,0,0,32021
et13476,6,6,0,0,0,0,0,0,0,0,32022
et13477,4,4,0,0,0,0,0,0,0,0,32023
et13478,12,11,1,0,0,0,0,0,0,0,32024
et13479,8,7,1,0,0,0,0,0,0,0,32025
et13480,5,3,1,1,0,0,0,0,0,0,32026
et13481,81,51,27,1,1,0,0,1,0,0,32027
et13482,4,4,0,0,0,0,0,0,0,0,32028
et13483,35,34,0,1,0,0,0,0,0,0,32029
et13484,7,6,1,0,0,0,0,0,0,0,32030
et13485,16,15,1,0,0,0,0,0,0,0,32031
et13486,32,23,6,1,2,0,0,0,0,0,32032
et13487,11,11,0,0,0,0,0,0,0,0,32033
et13488,7,5,2,0,0,0,0,0,0,0,32034
et13489,21,19,1,1,0,0,0,0,0,0,32035
et13490,42,31,9,0,2,0,0,0,0,0,32036
et13491,11,9,2,0,0,0,0,0,0,0,32037
et13492,8,7,1,0,0,0,0,0,0,0,32038
et13493,3,3,0,0,0,0,0,0,0,0,32039
et13494,7,5,2,0,0,0,0,0,0,0,32040
et13495,8,7,1,0,0,0,0,0,0,0,32041
et13496,14,10,2,2,0,0,0,0,0,0,32042
et13497,13,13,0,0,0,0,0,0,0,0,32043
et13498,15,12,2,0,1,0,0,0,0,0,32044
et13499,28,23,4,0,1,0,0,0,0,0,32045
et13500,8,7,1,0,0,0,0,0,0,0,32046
et13501,9,9,0,0,0,0,0,0,0,0,32047
et13502,6,6,0,0,0,0,0,0,0,0,32048
et13503,4,4,0,0,0,0,0,0,0,0,32049
et13504,5,5,0,0,0,0,0,0,0,0,32050
et13505,8,6,1,0,0,0,0,1,0,0,32051
et13506,9,9,0,0,0,0,0,0,0,0,32052
et13507,10,10,0,0,0,0,0,0,0,0,32053
et13508,17,16,1,0,0,0,0,0,0,0,32054
et13509,8,4,4,0,0,0,0,0,0,0,32055
et13510,4,2,1,0,0,0,0,0,1,0,32056
et13511,10,9,1,0,0,0,0,0,0,0,32057
et13512,6,5,1,0,0,0,0,0,0,0,32058
et13513,8,7,1,0,0,0,0,0,0,0,32059
et13514,7,7,0,0,0,0,0,0,0,0,32060
et13515,5,5,0,0,0,0,0,0,0,0,32061
et13516,14,13,1,0,0,0,0,0,0,0,32062
et13517,10,9,1,0,0,0,0,0,0,0,32063
et13518,22,15,3,1,3,0,0,0,0,0,32064
et13519,15,11,3,0,0,1,0,0,0,0,32065
et13520,9,8,0,0,0,1,0,0,0,0,32066
et13521,0,0,0,0,0,0,0,0,0,0,32067
et13522,13,13,0,0,0,0,0,0,0,0,32068
et13523,3,2,1,0,0,0,0,0,0,0,32069
et13524,13,9,3,0,0,1,0,0,0,0,32070
et13525,13,11,2,0,0,0,0,0,0,0,32071
et13526,3,3,0,0,0,0,0,0,0,0,32072
et13527,7,3,3,1,0,0,0,0,0,0,32073
et13528,6,5,1,0,0,0,0,0,0,0,32074
et13529,13,10,3,0,0,0,0,0,0,0,32075
et13530,37,28,9,0,0,0,0,0,0,0,32076
et13531,6,4,2,0,0,0,0,0,0,0,32077
et13532,13,13,0,0,0,0,0,0,0,0,32078
et13533,74,53,18,1,1,0,0,0,1,0,32079
et13534,16,14,2,0,0,0,0,0,0,0,32080
et13535,11,10,1,0,0,0,0,0,0,0,32081
et13536,15,12,2,0,1,0,0,0,0,0,32082
et13537,83,56,21,0,3,2,1,0,0,0,32083
et13538,4,3,1,0,0,0,0,0,0,0,32084
et13539,12,10,2,0,0,0,0,0,0,0,32085
et13540,8,8,0,0,0,0,0,0,0,0,32086
et13541,6,5,1,0,0,0,0,0,0,0,32087
et13542,12,12,0,0,0,0,0,0,0,0,32088
et13543,9,9,0,0,0,0,0,0,0,0,32089
et13544,20,16,3,1,0,0,0,0,0,0,32090
et13545,11,8,3,0,0,0,0,0,0,0,32091
et13546,9,8,1,0,0,0,0,0,0,0,32092
et13547,8,7,1,0,0,0,0,0,0,0,32093
et13548,29,24,3,1,1,0,0,0,0,0,32094
et13549,27,20,5,1,0,1,0,0,0,0,32095
et13550,217,166,42,3,3,2,1,0,0,0,32096
et13551,7,6,1,0,0,0,0,0,0,0,32097
et13552,6,6,0,0,0,0,0,0,0,0,32098
et13553,5,5,0,0,0,0,0,0,0,0,32099
